Date,Open,High,Low,Close,Adj Close,Volume
1987-02-09,280.040009,280.040009,277.239990,278.160004,278.160004,143300000
1987-02-10,278.160004,278.160004,273.489990,275.070007,275.070007,168300000
1987-02-11,275.070007,277.709991,274.709991,277.540009,277.540009,172400000
1987-02-12,277.540009,278.040009,273.890015,275.619995,275.619995,200400000
1987-02-13,275.619995,280.910004,275.010010,279.700012,279.700012,184400000
1987-02-17,279.700012,285.489990,279.700012,285.489990,285.489990,187800000
1987-02-18,285.489990,287.549988,282.970001,285.420013,285.420013,218200000
1987-02-19,285.420013,286.239990,283.839996,285.570007,285.570007,181500000
1987-02-20,285.570007,285.980011,284.309998,285.480011,285.480011,175800000
1987-02-23,285.480011,285.500000,279.369995,282.380005,282.380005,170500000
1987-02-24,282.380005,283.329987,281.450012,282.880005,282.880005,151300000
1987-02-25,282.880005,285.350006,282.140015,284.000000,284.000000,184100000
1987-02-26,284.000000,284.399994,280.730011,282.959991,282.959991,165800000
1987-02-27,282.959991,284.549988,282.769989,284.200012,284.200012,142800000
1987-03-02,284.170013,284.829987,282.299988,283.000000,283.000000,156700000
1987-03-03,283.000000,284.190002,282.920013,284.119995,284.119995,149200000
1987-03-04,284.119995,288.619995,284.119995,288.619995,288.619995,198400000
1987-03-05,288.619995,291.239990,288.600006,290.519989,290.519989,205400000
1987-03-06,290.519989,290.670013,288.769989,290.660004,290.660004,181600000
1987-03-09,290.660004,290.660004,287.119995,288.299988,288.299988,165400000
1987-03-10,288.299988,290.869995,287.890015,290.859985,290.859985,174800000
1987-03-11,290.869995,292.510010,289.329987,290.309998,290.309998,186900000
1987-03-12,290.329987,291.910004,289.660004,291.220001,291.220001,174500000
1987-03-13,291.220001,291.790009,289.880005,289.890015,289.890015,150900000
1987-03-16,289.880005,289.890015,286.640015,288.230011,288.230011,134900000
1987-03-17,288.089996,292.470001,287.959991,292.470001,292.470001,177300000
1987-03-18,292.489990,294.579987,290.869995,292.779999,292.779999,198100000
1987-03-19,292.730011,294.459991,292.260010,294.079987,294.079987,166100000
1987-03-20,294.079987,298.170013,294.079987,298.170013,298.170013,234000000
1987-03-23,298.160004,301.170013,297.500000,301.160004,301.160004,189100000
1987-03-24,301.170013,301.920013,300.140015,301.640015,301.640015,189900000
1987-03-25,301.519989,301.850006,299.359985,300.380005,300.380005,171300000
1987-03-26,300.390015,302.720001,300.380005,300.929993,300.929993,196000000
1987-03-27,300.959991,301.410004,296.059998,296.130005,296.130005,184400000
1987-03-30,296.100006,296.130005,286.690002,289.200012,289.200012,208400000
1987-03-31,289.209991,291.869995,289.070007,291.700012,291.700012,171800000
1987-04-01,291.589996,292.380005,288.339996,292.380005,292.380005,182600000
1987-04-02,292.410004,294.470001,292.019989,293.630005,293.630005,183000000
1987-04-03,293.640015,301.299988,292.299988,300.410004,300.410004,213400000
1987-04-06,300.459991,302.209991,300.410004,301.950012,301.950012,173700000
1987-04-07,301.940002,303.649994,296.670013,296.690002,296.690002,186400000
1987-04-08,296.720001,299.200012,295.179993,297.260010,297.260010,179800000
1987-04-09,297.250000,297.709991,291.500000,292.859985,292.859985,180300000
1987-04-10,292.820007,293.739990,290.940002,292.489990,292.489990,169500000
1987-04-13,292.480011,293.359985,285.619995,285.619995,285.619995,181000000
1987-04-14,285.609985,285.619995,275.670013,279.160004,279.160004,266500000
1987-04-15,279.170013,285.140015,279.160004,284.440002,284.440002,198200000
1987-04-16,284.450012,289.570007,284.440002,286.910004,286.910004,189600000
1987-04-20,286.910004,288.359985,284.549988,286.089996,286.089996,139100000
1987-04-21,285.880005,293.070007,282.890015,293.070007,293.070007,191300000
1987-04-22,293.049988,293.459991,286.980011,287.190002,287.190002,185900000
1987-04-23,287.190002,289.119995,284.279999,286.820007,286.820007,173900000
1987-04-24,286.809998,286.820007,281.179993,281.519989,281.519989,178000000
1987-04-27,281.519989,284.450012,276.220001,281.829987,281.829987,222700000
1987-04-28,281.829987,285.950012,281.829987,282.510010,282.510010,180100000
1987-04-29,282.579987,286.420013,282.579987,284.570007,284.570007,173600000
1987-04-30,284.579987,290.079987,284.570007,288.359985,288.359985,183100000
1987-05-01,286.989990,289.709991,286.519989,288.029999,288.029999,160100000
1987-05-04,288.019989,289.989990,286.390015,289.359985,289.359985,140600000
1987-05-05,289.359985,295.399994,289.339996,295.339996,295.339996,192300000
1987-05-06,295.350006,296.190002,293.600006,295.470001,295.470001,196600000
1987-05-07,295.450012,296.799988,294.070007,294.709991,294.709991,215200000
1987-05-08,294.730011,296.179993,291.730011,293.369995,293.369995,161900000
1987-05-11,293.369995,298.690002,291.549988,291.570007,291.570007,203700000
1987-05-12,291.570007,293.299988,290.179993,293.299988,293.299988,155300000
1987-05-13,293.309998,294.540009,290.739990,293.980011,293.980011,171000000
1987-05-14,293.980011,295.100006,292.950012,294.239990,294.239990,152000000
1987-05-15,294.230011,294.239990,287.109985,287.429993,287.429993,180800000
1987-05-18,287.429993,287.429993,282.570007,286.649994,286.649994,174200000
1987-05-19,286.660004,287.390015,278.829987,279.619995,279.619995,175400000
1987-05-20,279.619995,280.890015,277.010010,278.209991,278.209991,206800000
1987-05-21,278.230011,282.309998,278.209991,280.170013,280.170013,164800000
1987-05-22,280.170013,283.329987,280.170013,282.160004,282.160004,135800000
1987-05-26,282.160004,289.109985,282.160004,289.109985,289.109985,152500000
1987-05-27,289.070007,290.779999,288.190002,288.730011,288.730011,171400000
1987-05-28,288.730011,291.500000,286.329987,290.760010,290.760010,153800000
1987-05-29,290.769989,292.869995,289.700012,290.100006,290.100006,153500000
1987-06-01,290.119995,291.959991,289.230011,289.829987,289.829987,149300000
1987-06-02,289.820007,290.940002,286.929993,288.459991,288.459991,153400000
1987-06-03,288.559998,293.470001,288.559998,293.470001,293.470001,164200000
1987-06-04,293.459991,295.089996,292.760010,295.089996,295.089996,140300000
1987-06-05,295.109985,295.109985,292.799988,293.450012,293.450012,129100000
1987-06-08,293.459991,297.029999,291.549988,296.720001,296.720001,136400000
1987-06-09,296.720001,297.589996,295.899994,297.279999,297.279999,164200000
1987-06-10,297.279999,300.809998,295.660004,297.470001,297.470001,197400000
1987-06-11,297.500000,298.940002,297.470001,298.730011,298.730011,138900000
1987-06-12,298.769989,302.260010,298.730011,301.619995,301.619995,175100000
1987-06-15,301.619995,304.109985,301.619995,303.140015,303.140015,156900000
1987-06-16,303.119995,304.859985,302.600006,304.760010,304.760010,157800000
1987-06-17,304.769989,305.739990,304.029999,304.809998,304.809998,184700000
1987-06-18,304.779999,306.130005,303.380005,305.690002,305.690002,168600000
1987-06-19,305.709991,306.970001,305.549988,306.970001,306.970001,220500000
1987-06-22,306.980011,310.200012,306.970001,309.649994,309.649994,178200000
1987-06-23,309.660004,310.269989,307.480011,308.429993,308.429993,194200000
1987-06-24,308.440002,308.910004,306.320007,306.859985,306.859985,153800000
1987-06-25,306.869995,309.440002,306.859985,308.959991,308.959991,173500000
1987-06-26,308.940002,308.959991,306.359985,307.160004,307.160004,150500000
1987-06-29,307.149994,308.149994,306.750000,307.899994,307.899994,142500000
1987-06-30,307.890015,308.000000,303.010010,304.000000,304.000000,165500000
1987-07-01,303.989990,304.000000,302.529999,302.940002,302.940002,157000000
1987-07-02,302.959991,306.339996,302.940002,305.630005,305.630005,154900000
1987-07-06,305.640015,306.750000,304.230011,304.920013,304.920013,155000000
1987-07-07,304.910004,308.630005,304.730011,307.399994,307.399994,200700000
1987-07-08,307.410004,308.480011,306.010010,308.290009,308.290009,207500000
1987-07-09,308.299988,309.559998,307.420013,307.519989,307.519989,195400000
1987-07-10,307.549988,308.399994,306.959991,308.369995,308.369995,172100000
1987-07-13,308.410004,308.410004,305.489990,307.630005,307.630005,152500000
1987-07-14,307.670013,310.690002,307.459991,310.679993,310.679993,185900000
1987-07-15,310.670013,312.079987,309.070007,310.420013,310.420013,202300000
1987-07-16,311.000000,312.829987,310.420013,312.700012,312.700012,210900000
1987-07-17,312.709991,314.589996,312.380005,314.589996,314.589996,210000000
1987-07-20,314.559998,314.589996,311.239990,311.390015,311.390015,168100000
1987-07-21,311.359985,312.410004,307.510010,308.549988,308.549988,186600000
1987-07-22,308.559998,309.119995,307.220001,308.470001,308.470001,174700000
1987-07-23,308.500000,309.630005,306.100006,307.809998,307.809998,163700000
1987-07-24,307.820007,309.279999,307.779999,309.269989,309.269989,158400000
1987-07-27,309.299988,310.700012,308.609985,310.649994,310.649994,152000000
1987-07-28,310.649994,312.329987,310.279999,312.329987,312.329987,172600000
1987-07-29,312.339996,315.649994,311.730011,315.649994,315.649994,196200000
1987-07-30,315.690002,318.529999,315.649994,318.049988,318.049988,208000000
1987-07-31,318.049988,318.850006,317.559998,318.660004,318.660004,181900000
1987-08-03,318.619995,320.260010,316.519989,317.570007,317.570007,207800000
1987-08-04,317.589996,318.250000,314.510010,316.230011,316.230011,166500000
1987-08-05,316.250000,319.739990,316.230011,318.450012,318.450012,192700000
1987-08-06,318.489990,322.089996,317.500000,322.089996,322.089996,192000000
1987-08-07,322.100006,324.149994,321.820007,323.000000,323.000000,212700000
1987-08-10,322.980011,328.000000,322.950012,328.000000,328.000000,187200000
1987-08-11,328.019989,333.399994,328.000000,333.329987,333.329987,278100000
1987-08-12,333.320007,334.570007,331.059998,332.390015,332.390015,235800000
1987-08-13,332.380005,335.519989,332.380005,334.649994,334.649994,217100000
1987-08-14,334.630005,336.079987,332.630005,333.989990,333.989990,196100000
1987-08-17,333.980011,335.429993,332.880005,334.109985,334.109985,166100000
1987-08-18,334.100006,334.109985,326.429993,329.250000,329.250000,198400000
1987-08-19,329.260010,329.890015,326.540009,329.829987,329.829987,180900000
1987-08-20,331.489990,335.190002,329.829987,334.839996,334.839996,196600000
1987-08-21,334.850006,336.369995,334.299988,335.899994,335.899994,189600000
1987-08-24,335.890015,335.899994,331.920013,333.329987,333.329987,149400000
1987-08-25,333.369995,337.890015,333.329987,336.769989,336.769989,213500000
1987-08-26,336.769989,337.390015,334.459991,334.570007,334.570007,196200000
1987-08-27,334.559998,334.570007,331.100006,331.380005,331.380005,163600000
1987-08-28,331.369995,331.380005,327.029999,327.040009,327.040009,156300000
1987-08-31,327.029999,330.089996,326.989990,329.799988,329.799988,165800000
1987-09-01,329.809998,332.179993,322.829987,323.399994,323.399994,193500000
1987-09-02,323.399994,324.529999,318.760010,321.679993,321.679993,199900000
1987-09-03,321.470001,324.290009,317.390015,320.209991,320.209991,165200000
1987-09-04,320.209991,322.029999,316.529999,316.700012,316.700012,129100000
1987-09-08,316.679993,316.700012,308.559998,313.559998,313.559998,242900000
1987-09-09,313.600006,315.410004,312.290009,313.920013,313.920013,164900000
1987-09-10,313.920013,317.589996,313.920013,317.130005,317.130005,179800000
1987-09-11,317.140015,322.450012,317.130005,321.980011,321.980011,178000000
1987-09-14,322.019989,323.809998,320.399994,323.079987,323.079987,154400000
1987-09-15,323.070007,323.079987,317.630005,317.739990,317.739990,136200000
1987-09-16,317.750000,319.500000,314.609985,314.859985,314.859985,195700000
1987-09-17,314.940002,316.079987,313.450012,314.929993,314.929993,150700000
1987-09-18,314.980011,316.989990,314.859985,314.859985,314.859985,188100000
1987-09-21,314.920013,317.660004,310.119995,310.540009,310.540009,170100000
1987-09-22,310.540009,319.510010,308.690002,319.500000,319.500000,209500000
1987-09-23,319.489990,321.829987,319.119995,321.190002,321.190002,220300000
1987-09-24,321.089996,322.010010,319.119995,319.720001,319.720001,162200000
1987-09-25,319.720001,320.549988,318.100006,320.160004,320.160004,138000000
1987-09-28,320.160004,325.329987,320.160004,323.200012,323.200012,188100000
1987-09-29,323.200012,324.630005,320.269989,321.690002,321.690002,173500000
1987-09-30,321.690002,322.529999,320.160004,321.829987,321.829987,183100000
1987-10-01,321.829987,327.339996,321.829987,327.329987,327.329987,193200000
1987-10-02,327.329987,328.940002,327.220001,328.070007,328.070007,189100000
1987-10-05,328.070007,328.570007,326.089996,328.079987,328.079987,159700000
1987-10-06,328.079987,328.079987,319.170013,319.220001,319.220001,175600000
1987-10-07,319.220001,319.390015,315.779999,318.540009,318.540009,186300000
1987-10-08,318.540009,319.339996,312.019989,314.160004,314.160004,198700000
1987-10-09,314.160004,315.040009,310.970001,311.070007,311.070007,158300000
1987-10-12,311.070007,311.070007,306.760010,309.390015,309.390015,141900000
1987-10-13,309.390015,314.529999,309.390015,314.519989,314.519989,172900000
1987-10-14,314.519989,314.519989,304.779999,305.230011,305.230011,207400000
1987-10-15,305.209991,305.230011,298.070007,298.079987,298.079987,263200000
1987-10-16,298.079987,298.920013,281.519989,282.700012,282.700012,338500000
1987-10-19,282.700012,282.700012,224.830002,224.839996,224.839996,604300000
1987-10-20,225.059998,245.619995,216.460007,236.830002,236.830002,608100000
1987-10-21,236.830002,259.269989,236.830002,258.380005,258.380005,449600000
1987-10-22,258.239990,258.380005,242.990005,248.250000,248.250000,392200000
1987-10-23,248.289993,250.699997,242.759995,248.220001,248.220001,245600000
1987-10-26,248.199997,248.220001,227.259995,227.669998,227.669998,308800000
1987-10-27,227.669998,237.809998,227.669998,233.190002,233.190002,260200000
1987-10-28,233.190002,238.580002,226.259995,233.279999,233.279999,279400000
1987-10-29,233.309998,246.690002,233.279999,244.770004,244.770004,258100000
1987-10-30,244.770004,254.039993,244.770004,251.789993,251.789993,303400000
1987-11-02,251.729996,255.750000,249.149994,255.750000,255.750000,176000000
1987-11-03,255.750000,255.750000,242.779999,250.820007,250.820007,227800000
1987-11-04,250.809998,251.000000,246.339996,248.960007,248.960007,202500000
1987-11-05,248.929993,256.089996,247.720001,254.479996,254.479996,226000000
1987-11-06,254.490005,257.209991,249.679993,250.410004,250.410004,228290000
1987-11-09,250.410004,250.410004,243.009995,243.169998,243.169998,160690000
1987-11-10,243.139999,243.169998,237.639999,239.000000,239.000000,184310000
1987-11-11,239.009995,243.860001,239.000000,241.899994,241.899994,147850000
1987-11-12,241.929993,249.899994,241.899994,248.520004,248.520004,206280000
1987-11-13,248.539993,249.419998,245.639999,245.639999,245.639999,174920000
1987-11-16,245.690002,249.539993,244.979996,246.759995,246.759995,164340000
1987-11-17,246.729996,246.759995,240.809998,243.039993,243.039993,148240000
1987-11-18,243.089996,245.550003,240.669998,245.550003,245.550003,158270000
1987-11-19,245.539993,245.550003,239.699997,240.050003,240.050003,157140000
1987-11-20,240.039993,242.009995,235.889999,242.000000,242.000000,189170000
1987-11-23,242.000000,242.990005,240.500000,242.990005,242.990005,143160000
1987-11-24,242.979996,247.899994,242.979996,246.389999,246.389999,199520000
1987-11-25,246.419998,246.539993,244.080002,244.100006,244.100006,139780000
1987-11-27,244.110001,244.119995,240.339996,240.339996,240.339996,86360000
1987-11-30,240.270004,240.339996,225.750000,230.300003,230.300003,268910000
1987-12-01,230.320007,234.020004,230.300003,232.000000,232.000000,149870000
1987-12-02,232.009995,234.559998,230.309998,233.449997,233.449997,148890000
1987-12-03,233.460007,233.899994,225.210007,225.210007,225.210007,204160000
1987-12-04,225.199997,225.770004,221.240005,223.919998,223.919998,184800000
1987-12-07,223.979996,228.770004,223.919998,228.759995,228.759995,146660000
1987-12-08,228.770004,234.919998,228.690002,234.910004,234.910004,227310000
1987-12-09,234.910004,240.089996,233.830002,238.889999,238.889999,231430000
1987-12-10,238.889999,240.050003,233.399994,233.570007,233.570007,188960000
1987-12-11,233.600006,235.479996,233.350006,235.320007,235.320007,151680000
1987-12-14,235.300003,242.339996,235.039993,242.190002,242.190002,187680000
1987-12-15,242.190002,245.589996,241.309998,242.809998,242.809998,214970000
1987-12-16,242.809998,248.110001,242.800003,248.080002,248.080002,193820000
1987-12-17,248.080002,248.600006,242.960007,242.979996,242.979996,191780000
1987-12-18,243.009995,249.179993,243.009995,249.160004,249.160004,276220000
1987-12-21,249.139999,250.250000,248.300003,249.539993,249.539993,161790000
1987-12-22,249.559998,249.970001,247.009995,249.949997,249.949997,192650000
1987-12-23,249.960007,253.350006,249.949997,253.160004,253.160004,203110000
1987-12-24,253.130005,253.160004,251.679993,252.029999,252.029999,108800000
1987-12-28,252.009995,252.020004,244.190002,245.570007,245.570007,131220000
1987-12-29,245.580002,245.880005,244.279999,244.589996,244.589996,111580000
1987-12-30,244.630005,248.059998,244.589996,247.860001,247.860001,149230000
1987-12-31,247.839996,247.860001,245.220001,247.080002,247.080002,170140000
1988-01-04,247.100006,256.440002,247.080002,255.940002,255.940002,181810000
1988-01-05,255.949997,261.779999,255.949997,258.630005,258.630005,209520000
1988-01-06,258.640015,259.790009,257.179993,258.890015,258.890015,169730000
1988-01-07,258.869995,261.320007,256.179993,261.070007,261.070007,175360000
1988-01-08,261.049988,261.070007,242.949997,243.399994,243.399994,197300000
1988-01-11,243.380005,247.509995,241.070007,247.490005,247.490005,158980000
1988-01-12,247.440002,247.490005,240.460007,245.419998,245.419998,165730000
1988-01-13,245.410004,249.250000,241.410004,245.809998,245.809998,154020000
1988-01-14,245.830002,247.000000,243.970001,245.880005,245.880005,140570000
1988-01-15,246.020004,253.649994,245.880005,252.050003,252.050003,197940000
1988-01-18,252.050003,252.860001,249.979996,251.880005,251.880005,135100000
1988-01-19,251.839996,253.330002,248.750000,249.320007,249.320007,153550000
1988-01-20,249.309998,249.320007,241.139999,242.630005,242.630005,181660000
1988-01-21,242.649994,244.250000,240.169998,243.139999,243.139999,158080000
1988-01-22,243.139999,246.500000,243.139999,246.500000,246.500000,147050000
1988-01-25,246.529999,252.869995,246.500000,252.169998,252.169998,275250000
1988-01-26,252.130005,252.169998,249.100006,249.570007,249.570007,138380000
1988-01-27,249.580002,253.020004,248.500000,249.380005,249.380005,176360000
1988-01-28,249.389999,253.660004,249.380005,253.289993,253.289993,166430000
1988-01-29,253.309998,257.070007,252.699997,257.070007,257.070007,211880000
1988-02-01,257.049988,258.269989,254.929993,255.039993,255.039993,210660000
1988-02-02,255.050003,256.079987,252.800003,255.570007,255.570007,164920000
1988-02-03,255.559998,256.980011,250.559998,252.210007,252.210007,237270000
1988-02-04,252.199997,253.029999,250.339996,252.210007,252.210007,186490000
1988-02-05,252.220001,253.850006,250.899994,250.960007,250.960007,161310000
1988-02-08,250.949997,250.960007,247.820007,249.100006,249.100006,168850000
1988-02-09,249.110001,251.720001,248.660004,251.720001,251.720001,162350000
1988-02-10,251.740005,256.920013,251.720001,256.660004,256.660004,187980000
1988-02-11,256.630005,257.769989,255.119995,255.949997,255.949997,200760000
1988-02-12,255.949997,258.859985,255.850006,257.630005,257.630005,177190000
1988-02-16,257.609985,259.839996,256.570007,259.829987,259.829987,135380000
1988-02-17,259.940002,261.470001,257.829987,259.209991,259.209991,176830000
1988-02-18,258.820007,259.600006,256.899994,257.910004,257.910004,151430000
1988-02-19,257.899994,261.609985,257.619995,261.609985,261.609985,180300000
1988-02-22,261.600006,266.059998,260.880005,265.640015,265.640015,178930000
1988-02-23,265.619995,266.119995,263.109985,265.019989,265.019989,192260000
1988-02-24,265.010010,266.250000,263.869995,264.429993,264.429993,212730000
1988-02-25,264.390015,267.750000,261.049988,261.579987,261.579987,213490000
1988-02-26,261.559998,263.000000,261.380005,262.459991,262.459991,158060000
1988-02-29,262.459991,267.820007,262.459991,267.820007,267.820007,236050000
1988-03-01,267.820007,267.950012,265.390015,267.220001,267.220001,199990000
1988-03-02,267.230011,268.750000,267.000000,267.980011,267.980011,199630000
1988-03-03,267.980011,268.399994,266.820007,267.880005,267.880005,203310000
1988-03-04,267.869995,268.399994,264.720001,267.299988,267.299988,201410000
1988-03-07,267.279999,267.690002,265.940002,267.380005,267.380005,152980000
1988-03-08,267.380005,270.059998,267.380005,269.429993,269.429993,237680000
1988-03-09,269.459991,270.760010,268.649994,269.059998,269.059998,210900000
1988-03-10,269.070007,269.350006,263.799988,263.839996,263.839996,197260000
1988-03-11,263.850006,264.940002,261.269989,264.940002,264.940002,200020000
1988-03-14,264.929993,266.549988,264.519989,266.369995,266.369995,131890000
1988-03-15,266.339996,266.410004,264.920013,266.130005,266.130005,133170000
1988-03-16,266.109985,268.679993,264.809998,268.649994,268.649994,153590000
1988-03-17,268.660004,271.220001,268.649994,271.220001,271.220001,211920000
1988-03-18,271.220001,272.640015,269.760010,271.119995,271.119995,245750000
1988-03-21,271.100006,271.119995,267.420013,268.739990,268.739990,128830000
1988-03-22,268.730011,269.609985,267.899994,268.839996,268.839996,142000000
1988-03-23,268.809998,269.790009,268.010010,268.910004,268.910004,167370000
1988-03-24,268.910004,268.910004,262.480011,263.350006,263.350006,184910000
1988-03-25,263.339996,263.440002,258.119995,258.510010,258.510010,163170000
1988-03-28,258.500000,258.510010,256.070007,258.059998,258.059998,142820000
1988-03-29,258.109985,260.859985,258.059998,260.070007,260.070007,152690000
1988-03-30,260.059998,261.589996,257.920013,258.070007,258.070007,151810000
1988-03-31,258.029999,259.029999,256.160004,258.890015,258.890015,139870000
1988-04-04,258.890015,259.059998,255.679993,256.089996,256.089996,182240000
1988-04-05,256.100006,258.519989,256.029999,258.510010,258.510010,135290000
1988-04-06,258.519989,265.500000,258.220001,265.489990,265.489990,189760000
1988-04-07,265.510010,267.320007,265.220001,266.160004,266.160004,177840000
1988-04-08,266.149994,270.220001,266.109985,269.429993,269.429993,169300000
1988-04-11,269.429993,270.410004,268.609985,270.160004,270.160004,146370000
1988-04-12,269.880005,272.049988,269.660004,271.369995,271.369995,146400000
1988-04-13,271.329987,271.700012,269.230011,271.579987,271.579987,185120000
1988-04-14,271.549988,271.570007,259.369995,259.750000,259.750000,211810000
1988-04-15,259.739990,260.390015,255.970001,259.769989,259.769989,234160000
1988-04-18,259.750000,259.809998,258.029999,259.209991,259.209991,144650000
1988-04-19,259.239990,262.380005,257.910004,257.920013,257.920013,161910000
1988-04-20,257.910004,258.540009,256.119995,256.130005,256.130005,147590000
1988-04-21,256.149994,260.440002,254.710007,256.420013,256.420013,168440000
1988-04-22,256.450012,261.160004,256.420013,260.140015,260.140015,152520000
1988-04-25,260.149994,263.290009,260.140015,262.510010,262.510010,156950000
1988-04-26,262.450012,265.059998,262.179993,263.929993,263.929993,152300000
1988-04-27,263.940002,265.089996,263.450012,263.799988,263.799988,133810000
1988-04-28,263.790009,263.799988,262.220001,262.609985,262.609985,128680000
1988-04-29,262.589996,262.609985,259.970001,261.329987,261.329987,135620000
1988-05-02,261.359985,261.559998,259.989990,261.559998,261.559998,136470000
1988-05-03,261.549988,263.700012,261.549988,263.000000,263.000000,176920000
1988-05-04,263.049988,263.230011,260.309998,260.320007,260.320007,141320000
1988-05-05,260.299988,260.320007,258.130005,258.790009,258.790009,171840000
1988-05-06,258.799988,260.309998,257.029999,257.480011,257.480011,129080000
1988-05-09,257.470001,258.220001,255.449997,256.540009,256.540009,166320000
1988-05-10,256.529999,258.299988,255.929993,257.619995,257.619995,131200000
1988-05-11,257.600006,257.619995,252.320007,253.309998,253.309998,176720000
1988-05-12,253.320007,254.869995,253.309998,253.850006,253.850006,143880000
1988-05-13,253.880005,256.829987,253.850006,256.779999,256.779999,147240000
1988-05-16,256.750000,258.709991,256.279999,258.709991,258.709991,155010000
1988-05-17,258.720001,260.200012,255.350006,255.389999,255.389999,133850000
1988-05-18,255.399994,255.669998,250.729996,251.350006,251.350006,209420000
1988-05-19,251.360001,252.570007,248.850006,252.570007,252.570007,165160000
1988-05-20,252.610001,253.699997,251.789993,253.020004,253.020004,120600000
1988-05-23,253.000000,253.020004,249.820007,250.830002,250.830002,102640000
1988-05-24,250.839996,253.509995,250.830002,253.509995,253.509995,139930000
1988-05-25,253.520004,255.339996,253.509995,253.759995,253.759995,138310000
1988-05-26,253.750000,254.979996,253.520004,254.630005,254.630005,164260000
1988-05-27,254.619995,254.630005,252.740005,253.419998,253.419998,133590000
1988-05-31,253.440002,262.160004,253.419998,262.160004,262.160004,247610000
1988-06-01,262.160004,267.429993,262.100006,266.690002,266.690002,234560000
1988-06-02,266.649994,266.709991,264.119995,265.329987,265.329987,193540000
1988-06-03,265.339996,267.109985,264.420013,266.450012,266.450012,189600000
1988-06-06,266.459991,267.049988,264.970001,267.049988,267.049988,152460000
1988-06-07,267.019989,267.279999,264.500000,265.170013,265.170013,168710000
1988-06-08,265.320007,272.010010,265.170013,271.519989,271.519989,310030000
1988-06-09,271.500000,272.290009,270.190002,270.200012,270.200012,235160000
1988-06-10,270.220001,273.209991,270.200012,271.260010,271.260010,155710000
1988-06-13,271.279999,271.940002,270.529999,271.429993,271.429993,125310000
1988-06-14,271.579987,276.140015,271.440002,274.299988,274.299988,227150000
1988-06-15,274.290009,274.450012,272.750000,274.450012,274.450012,150260000
1988-06-16,274.440002,274.450012,268.760010,269.769989,269.769989,161550000
1988-06-17,269.790009,270.769989,268.089996,270.679993,270.679993,343920000
1988-06-20,270.670013,270.679993,268.589996,268.940002,268.940002,116750000
1988-06-21,268.950012,271.670013,267.519989,271.670013,271.670013,155060000
1988-06-22,271.690002,276.880005,271.670013,275.660004,275.660004,217510000
1988-06-23,275.619995,275.890015,274.260010,274.820007,274.820007,185770000
1988-06-24,274.809998,275.190002,273.529999,273.779999,273.779999,179880000
1988-06-27,273.779999,273.790009,268.850006,269.059998,269.059998,264410000
1988-06-28,269.070007,272.799988,269.059998,272.309998,272.309998,152370000
1988-06-29,272.320007,273.010010,269.489990,270.980011,270.980011,159590000
1988-06-30,271.000000,273.510010,270.970001,273.500000,273.500000,227410000
1988-07-01,273.500000,273.799988,270.779999,271.779999,271.779999,238330000
1988-07-05,271.779999,275.809998,270.510010,275.809998,275.809998,171790000
1988-07-06,275.799988,276.359985,269.920013,272.019989,272.019989,189630000
1988-07-07,272.000000,272.049988,269.309998,271.779999,271.779999,156100000
1988-07-08,271.760010,272.309998,269.859985,270.019989,270.019989,136070000
1988-07-11,270.029999,271.640015,270.019989,270.549988,270.549988,123300000
1988-07-12,270.540009,270.700012,266.959991,267.850006,267.850006,161650000
