Date,Adj Close
2006-03-01,7.531937122344971
2006-03-02,7.41441011428833
2006-03-03,7.393970012664795
2006-03-06,7.388861179351807
2006-03-07,7.342872142791748
2006-03-08,7.271334171295166
2006-03-09,7.276443958282471
2006-03-10,7.3326520919799805
2006-03-13,7.419519901275635
2006-03-14,7.542156219482422
2006-03-15,7.639244079589844
2006-03-16,7.506387233734131
2006-03-17,7.455288887023926
2006-03-20,7.404190063476562
2006-03-21,7.393970012664795
2006-03-22,7.342872142791748
2006-03-23,7.49616813659668
2006-03-24,7.393970012664795
2006-03-27,7.434848785400391
2006-03-28,7.434848785400391
2006-03-29,7.608584880828857
2006-03-30,7.639244079589844
2006-03-31,7.664793014526367
2006-04-03,7.644353866577148
2006-04-04,7.726110935211182
2006-04-05,7.680122852325439
2006-04-06,7.680122852325439
2006-04-07,7.6596832275390625
2006-04-10,7.583034992218018
2006-04-11,7.526826858520508
2006-04-12,7.547266006469727
2006-04-13,7.450179100036621
2006-04-17,7.378641128540039
2006-04-18,7.445068836212158
2006-04-19,7.460399150848389
2006-04-20,7.506387233734131
2006-04-21,7.51660680770874
2006-04-24,7.475728034973144
2006-04-25,7.455288887023926
2006-04-26,7.424630165100098
2006-04-27,7.588144779205322
2006-04-28,7.613694190979004
2006-05-01,7.669902801513672
2006-05-02,7.526826858520508
2006-05-03,7.378641128540039
2006-05-04,7.3990797996521
2006-05-05,7.363310813903809
2006-05-08,7.368421077728271
2006-05-09,7.358201026916504
2006-05-10,7.291772842407227
2006-05-11,7.291772842407227
2006-05-12,7.153807163238525
2006-05-15,7.312212944030762
2006-05-16,7.358201026916504
2006-05-17,7.1844658851623535
2006-05-18,7.061829090118408
2006-05-19,7.061829090118408
2006-05-22,6.985180854797363
2006-05-23,7.020949840545654
2006-05-24,7.072049140930176
2006-05-25,7.072049140930176
2006-05-26,7.087378978729248
2006-05-30,7.0771589279174805
2006-05-31,7.087378978729248
2006-06-01,7.256003856658935
2006-06-02,7.347981929779053
2006-06-05,7.153807163238525
2006-06-06,7.153807163238525
2006-06-07,7.066938877105713
2006-06-08,7.056718826293945
2006-06-09,7.036280155181885
2006-06-12,7.0413899421691895
2006-06-13,7.102707862854004
2006-06-14,7.092488765716553
2006-06-15,7.445068836212158
2006-06-16,7.286663055419922
2006-06-19,7.3326520919799805
2006-06-20,7.373530864715576
2006-06-21,7.465507984161377
2006-06-22,7.301992893218994
2006-06-23,7.291772842407227
2006-06-26,7.347981929779053
2006-06-27,7.271334171295166
2006-06-28,7.342872142791748
2006-06-29,7.588144779205322
2006-06-30,7.475728034973144
2006-07-03,7.531937122344971
2006-07-05,7.429738998413086
2006-07-06,7.363310813903809
2006-07-07,7.291772842407227
2006-07-10,7.225345134735107
2006-07-11,7.210014820098877
2006-07-12,7.174245834350586
2006-07-13,7.169136047363281
2006-07-14,7.092488765716553
2006-07-17,7.020949840545654
2006-07-18,6.995400905609131
2006-07-19,6.990291118621826
2006-07-20,6.934082984924316
2006-07-21,6.90342378616333
2006-07-24,6.90342378616333
2006-07-25,6.964742183685303
2006-07-26,6.918753147125244
2006-07-27,6.898313999176025
2006-07-28,6.888093948364258
2006-07-31,6.806335926055908
2006-08-01,6.780786991119385
2006-08-02,6.908533096313477
2006-08-03,6.928973197937012
2006-08-04,6.95963191986084
2006-08-07,7.0771589279174805
2006-08-08,6.944303035736084
2006-08-09,6.770566940307617
2006-08-10,6.908533096313477
2006-08-11,7.174245834350586
2006-08-14,7.066938877105713
2006-08-15,7.250894069671631
2006-08-16,7.235565185546875
2006-08-17,7.363310813903809
2006-08-18,7.276443958282471
2006-08-21,7.2968831062316895
2006-08-22,7.266223907470703
2006-08-23,7.204905033111572
2006-08-24,7.153807163238525
2006-08-25,7.164027214050293
2006-08-28,7.164027214050293
2006-08-29,7.13336706161499
2006-08-30,7.061829090118408
2006-08-31,7.15891695022583
2006-09-01,7.164027214050293
2006-09-05,7.026060104370117
2006-09-06,7.020949840545654
2006-09-07,6.939192771911621
2006-09-08,6.990291118621826
2006-09-11,7.010731220245361
2006-09-12,7.005620956420898
2006-09-13,7.046500205993652
2006-09-14,6.898313999176025
2006-09-15,7.102707862854004
2006-09-18,7.112927913665772
2006-09-19,7.097598075866699
2006-09-20,7.138476848602295
2006-09-21,7.153807163238525
2006-09-22,7.128258228302002
2006-09-25,7.153807163238525
2006-09-26,7.174245834350586
2006-09-27,7.353090763092041
2006-09-28,7.378641128540039
2006-09-29,7.388861179351807
2006-10-02,7.383750915527344
2006-10-03,7.393970012664795
2006-10-04,7.480837821960449
2006-10-05,7.603475093841553
2006-10-06,7.531937122344971
2006-10-09,7.531937122344971
2006-10-10,7.567706108093262
2006-10-11,7.485948085784912
2006-10-12,7.5114970207214355
2006-10-13,7.608584880828857
2006-10-16,7.608584880828857
2006-10-17,7.557486057281494
2006-10-18,7.475728034973144
2006-10-19,7.485948085784912
2006-10-20,7.6954522132873535
2006-10-23,7.6545729637146
2006-10-24,7.572815895080566
2006-10-25,7.547266006469727
2006-10-26,7.675013065338135
2006-10-27,7.577925205230713
2006-10-30,7.623913764953613
2006-10-31,7.583034992218018
2006-11-01,7.537045955657959
2006-11-02,7.623913764953613
2006-11-03,7.639244079589844
2006-11-06,7.583034992218018
2006-11-07,7.639244079589844
2006-11-08,7.705671787261963
2006-11-09,7.623913764953613
2006-11-10,7.680122852325439
2006-11-13,7.705671787261963
2006-11-14,7.828309059143066
2006-11-15,7.8947367668151855
2006-11-16,8.017374038696289
2006-11-17,8.032703399658203
2006-11-20,7.904956817626953
2006-11-21,7.8589677810668945
2006-11-22,7.9100661277771
2006-11-24,7.869187831878662
2006-11-27,7.782320022583008
2006-11-28,7.710782051086426
2006-11-29,7.741440773010254
2006-11-30,7.838528156280518
2006-12-01,7.736330986022949
2006-12-04,7.705671787261963
2006-12-05,7.751660823822021
2006-12-06,7.736330986022949
2006-12-07,7.797648906707764
2006-12-08,8.129790306091309
2006-12-11,8.354623794555664
2006-12-12,8.3750638961792
2006-12-13,8.339295387268066
2006-12-14,8.533470153808594
2006-12-15,8.303525924682617
2006-12-18,8.313746452331543
2006-12-19,8.22687816619873
2006-12-20,8.23709774017334
2006-12-21,8.22687816619873
2006-12-22,8.216657638549805
2006-12-26,8.231987953186035
2006-12-27,8.318855285644531
2006-12-28,8.231987953186035
2006-12-29,8.221768379211426
2007-01-03,8.426161766052246
2007-01-04,8.390393257141113
2007-01-05,8.334184646606445
2007-01-08,8.49259090423584
2007-01-09,8.436382293701172
2007-01-10,8.497700691223145
2007-01-11,8.569238662719727
2007-01-12,8.635666847229004
2007-01-16,8.860501289367676
2007-01-17,8.74808406829834
2007-01-18,8.783852577209473
2007-01-19,8.773633003234863
2007-01-22,8.691875457763672
2007-01-23,8.676546096801758
2007-01-24,8.73275375366211
2007-01-25,8.49259090423584
2007-01-26,8.395503044128418
2007-01-29,8.548798561096191
2007-01-30,8.436382293701172
2007-01-31,8.467041015625
2007-02-01,8.538578987121582
2007-02-02,8.472150802612305
2007-02-05,8.395503044128418
2007-02-06,8.288195610046387
2007-02-07,8.242206573486328
2007-02-08,8.257536888122559
2007-02-09,8.201329231262207
2007-02-12,8.257536888122559
2007-02-13,8.344405174255371
2007-02-14,8.441492080688477
2007-02-15,8.487481117248535
2007-02-16,8.3750638961792
2007-02-20,8.472150802612305
2007-02-21,8.400612831115723
2007-02-22,8.313746452331543
2007-02-23,8.277976036071777
2007-02-26,8.308635711669922
2007-02-27,8.1195707321167
2007-02-28,8.206438064575195
2007-03-01,8.267757415771484
2007-03-02,8.165559768676758
2007-03-05,8.155340194702148
2007-03-06,8.579458236694336
2007-03-07,8.691875457763672
2007-03-08,8.763413429260254
2007-03-09,8.809402465820312
2007-03-12,8.794073104858398
2007-03-13,8.671436309814453
2007-03-14,8.661215782165527
2007-03-15,8.68676471710205
2007-03-16,8.742974281311035
2007-03-19,8.834951400756836
2007-03-20,8.727643966674805
2007-03-21,9.146653175354004
2007-03-22,9.044455528259276
2007-03-23,9.37659740447998
2007-03-26,9.330608367919922
2007-03-27,9.351048469543455
2007-03-28,9.356157302856444
2007-03-29,9.928462028503418
2007-03-30,9.775165557861328
2007-04-02,9.887582778930664
2007-04-03,10.091978073120115
2007-04-04,10.260602951049805
2007-04-05,10.214613914489746
2007-04-09,10.306591987609863
2007-04-10,10.50587558746338
2007-04-11,10.516096115112305
2007-04-12,10.602964401245115
2007-04-13,10.6745023727417
2007-04-16,10.797138214111328
2007-04-17,10.62851333618164
2007-04-18,10.781808853149414
2007-04-19,10.654062271118164
2007-04-20,10.817578315734863
2007-04-23,10.694940567016602
2007-04-24,10.909555435180664
2007-04-25,11.24169635772705
2007-04-26,11.021971702575684
2007-04-27,11.108839988708496
2007-04-30,11.1139497756958
2007-05-01,11.016862869262695
2007-05-02,10.970873832702637
2007-05-03,11.262136459350586
2007-05-04,11.226366996765137
2007-05-07,11.660704612731934
2007-05-08,11.737353324890137
2007-05-09,11.446090698242188
2007-05-10,11.23147678375244
2007-05-11,11.466529846191406
2007-05-14,11.650485038757324
2007-05-15,11.51762866973877
2007-05-16,11.701583862304688
2007-05-17,11.573838233947754
2007-05-18,11.727132797241213
2007-05-21,12.095043182373049
2007-05-22,12.023505210876465
2007-05-23,11.854880332946776
2007-05-24,11.67092514038086
2007-05-25,11.701583862304688
2007-05-29,11.946857452392578
2007-05-30,11.844659805297852
2007-05-31,11.946857452392578
2007-06-01,12.03883457183838
2007-06-04,12.171690940856934
2007-06-05,12.115483283996582
2007-06-06,11.982625961303713
2007-06-07,11.803780555725098
2007-06-08,12.00817584991455
2007-06-11,12.02861499786377
2007-06-12,12.238120079040527
2007-06-13,12.2994384765625
2007-06-14,12.391414642333984
2007-06-15,12.386305809020996
2007-06-18,12.171690940856934
2007-06-19,12.192131042480469
2007-06-20,12.074604034423828
2007-06-21,11.951967239379885
2007-06-22,11.951967239379885
2007-06-25,11.681144714355469
2007-06-26,11.701583862304688
2007-06-27,11.665815353393556
2007-06-28,11.711804389953612
2007-06-29,11.747572898864746
2007-07-02,11.778231620788574
2007-07-03,11.701583862304688
2007-07-05,11.655594825744627
2007-07-06,11.885539054870604
2007-07-09,11.977517127990724
2007-07-10,12.059273719787598
2007-07-11,12.023505210876465
2007-07-12,12.166582107543944
2007-07-13,12.238120079040527
2007-07-16,13.009709358215332
2007-07-17,13.152785301208496
2007-07-18,13.163004875183104
2007-07-19,13.254981994628906
2007-07-20,12.87685203552246
2007-07-23,12.989269256591797
2007-07-24,12.687787055969238
2007-07-25,12.493613243103027
2007-07-26,12.197240829467772
2007-07-27,12.30965805053711
2007-07-30,12.120593070983888
2007-07-31,12.120593070983888
2007-08-01,11.824220657348633
2007-08-02,12.14614200592041
2007-08-03,12.03883457183838
2007-08-06,12.212570190429688
2007-08-07,12.457843780517578
2007-08-08,13.357178688049316
2007-08-09,13.009709358215332
2007-08-10,12.554930686950684
2007-08-13,12.457843780517578
2007-08-14,12.381196022033691
2007-08-15,12.13081169128418
2007-08-16,11.476750373840332
2007-08-17,11.839550018310549
2007-08-20,12.079713821411133
2007-08-21,12.11037254333496
2007-08-22,12.36586570739746
2007-08-23,11.895758628845217
2007-08-24,11.67092514038086
2007-08-27,12.544711112976074
2007-08-28,12.217679977416992
2007-08-29,12.65712833404541
2007-08-30,12.641798973083496
2007-08-31,12.835972785949709
2007-09-04,12.994379043579102
2007-09-05,12.9024019241333
2007-09-06,12.917731285095217
2007-09-07,12.984159469604492
2007-09-10,13.224323272705078
2007-09-11,13.382728576660156
2007-09-12,13.556464195251465
2007-09-13,13.622892379760742
2007-09-14,13.444046974182127
2007-09-17,13.188553810119627
2007-09-18,13.183444023132324
2007-09-19,13.61778163909912
2007-09-20,13.321410179138184
2007-09-21,14.118549346923828
2007-09-24,13.939703941345217
2007-09-25,13.995911598205566
2007-09-26,14.312724113464355
2007-09-27,14.823710441589355
2007-09-28,14.741951942443848
2007-10-01,14.7981595993042
2007-10-02,14.767500877380373
2007-10-03,14.695962905883787
2007-10-04,14.890137672424316
2007-10-05,14.941237449645996
2007-10-08,14.787940979003906
2007-10-09,14.808380126953123
2007-10-10,14.818599700927734
2007-10-11,14.532447814941406
2007-10-12,14.701072692871094
2007-10-15,14.297393798828123
2007-10-16,14.287174224853516
2007-10-17,14.471129417419434
2007-10-18,14.30761432647705
2007-10-19,13.995911598205566
2007-10-22,14.333163261413574
2007-10-23,14.43025016784668
2007-10-24,14.414920806884766
2007-10-25,14.614205360412598
2007-10-26,14.55799674987793
2007-10-29,14.450690269470217
2007-10-30,14.322942733764648
2007-10-31,14.568217277526855
2007-11-01,14.195197105407717
2007-11-02,14.333163261413574
2007-11-05,13.868165969848633
2007-11-06,14.03679084777832
2007-11-07,13.776187896728516
2007-11-08,13.285640716552734
2007-11-09,12.963720321655272
2007-11-12,11.99795627593994
2007-11-13,12.187021255493164
2007-11-14,11.87531852722168
2007-11-15,11.916197776794434
2007-11-16,11.8804292678833
2007-11-19,11.665815353393556
2007-11-20,12.120593070983888
2007-11-21,11.936637878417969
2007-11-23,11.870209693908691
2007-11-26,11.55339813232422
2007-11-27,11.691364288330078
2007-11-28,12.197240829467772
2007-11-29,12.345426559448242
2007-11-30,12.498723030090332
2007-12-03,13.346960067749023
2007-12-04,13.387839317321776
2007-12-05,13.239652633666992
2007-12-06,14.05212116241455
2007-12-07,13.91926383972168
2007-12-10,13.776187896728516
2007-12-11,13.65355110168457
2007-12-12,14.011241912841797
2007-12-13,13.638221740722656
2007-12-14,13.59734344482422
2007-12-17,12.907510757446287
2007-12-18,13.071026802062988
2007-12-19,12.866633415222168
2007-12-20,13.019927978515623
2007-12-21,13.17833423614502
2007-12-24,13.122125625610352
2007-12-26,13.137454986572266
2007-12-27,12.825754165649414
2007-12-28,12.80531406402588
2007-12-31,12.846193313598633
2008-01-02,12.66734790802002
2008-01-03,12.871742248535156
2008-01-04,12.488503456115724
2008-01-07,12.498723030090332
2008-01-08,12.360755920410156
2008-01-09,12.28410816192627
2008-01-10,12.26366901397705
2008-01-11,12.27388858795166
2008-01-14,12.62135887145996
2008-01-15,12.41185474395752
2008-01-16,12.779765129089355
2008-01-17,12.52938175201416
2008-01-18,11.936637878417969
2008-01-22,11.711804389953612
2008-01-23,11.900869369506836
2008-01-24,12.25344944000244
2008-01-25,12.16147232055664
2008-01-28,12.447624206542969
2008-01-29,12.243228912353516
2008-01-30,11.946857452392578
2008-01-31,11.865099906921388
2008-02-01,11.936637878417969
2008-02-04,11.936637878417969
2008-02-05,11.28768539428711
2008-02-06,11.3694429397583
2008-02-07,11.512518882751465
2008-02-08,11.282574653625488
2008-02-11,11.103730201721191
2008-02-12,11.14971923828125
2008-02-13,11.650485038757324
2008-02-14,11.543177604675291
2008-02-15,11.6249361038208
2008-02-19,11.645376205444336
2008-02-20,11.558507919311523
2008-02-21,11.175268173217772
2008-02-22,11.732242584228516
2008-02-25,11.92641830444336
2008-02-26,11.895758628845217
2008-02-27,12.033724784851074
2008-02-28,11.900869369506836
2008-02-29,11.532958984375
2008-03-03,11.75268268585205
2008-03-04,11.328563690185549
2008-03-05,11.323453903198242
2008-03-06,10.924884796142578
2008-03-07,10.62851333618164
2008-03-10,10.214613914489746
2008-03-11,10.75625991821289
2008-03-12,10.751150131225586
2008-03-13,10.827797889709473
2008-03-14,10.55697536468506
2008-03-17,10.332140922546388
2008-03-18,10.546754837036133
2008-03-19,10.470107078552246
2008-03-20,10.562085151672363
2008-03-24,10.935105323791504
2008-03-25,11.165048599243164
2008-03-26,10.89422607421875
2008-03-27,10.705161094665527
2008-03-28,10.286151885986328
2008-03-31,10.843127250671388
2008-04-01,11.119059562683104
2008-04-02,11.006643295288086
2008-04-03,10.940215110778809
2008-04-04,11.098620414733888
2008-04-07,11.394991874694824
2008-04-08,11.24169635772705
2008-04-09,11.24169635772705
2008-04-10,11.343894004821776
2008-04-11,11.078181266784668
2008-04-14,11.016862869262695
2008-04-15,11.001532554626465
2008-04-16,11.088400840759276
2008-04-17,11.190597534179688
2008-04-18,11.63515567779541
2008-04-21,11.55339813232422
2008-04-22,11.359223365783691
2008-04-23,11.394991874694824
2008-04-24,11.6249361038208
2008-04-25,11.35411262512207
2008-04-28,11.364333152770996
2008-04-29,11.732242584228516
2008-04-30,11.834440231323242
2008-05-01,12.447624206542969
2008-05-02,12.442514419555664
2008-05-05,11.99284553527832
2008-05-06,12.202350616455078
2008-05-07,11.962186813354492
2008-05-08,13.1578950881958
2008-05-09,13.556464195251465
2008-05-12,13.13234519958496
2008-05-13,13.321410179138184
2008-05-14,13.254981994628906
2008-05-15,13.541133880615234
2008-05-16,13.290751457214355
2008-05-19,13.188553810119627
2008-05-20,13.030147552490234
2008-05-21,13.13234519958496
2008-05-22,13.290751457214355
2008-05-23,12.984159469604492
2008-05-27,13.214102745056152
2008-05-28,13.17833423614502
2008-05-29,13.030147552490234
2008-05-30,13.382728576660156
2008-06-02,13.265201568603516
2008-06-03,13.260091781616213
2008-06-04,13.505365371704102
2008-06-05,13.479816436767578
2008-06-06,13.106796264648438
2008-06-09,13.17833423614502
2008-06-10,12.743995666503906
2008-06-11,12.585590362548828
2008-06-12,12.764434814453123
2008-06-13,12.943281173706056
2008-06-16,13.163004875183104
2008-06-17,13.387839317321776
2008-06-18,13.009709358215332
2008-06-19,12.948390007019045
2008-06-20,12.508941650390623
2008-06-23,12.100152969360352
2008-06-24,11.967296600341797
2008-06-25,12.212570190429688
2008-06-26,11.604496955871582
2008-06-27,11.430761337280272
2008-06-30,11.221257209777832
2008-07-01,10.919775009155272
2008-07-02,10.715380668640137
2008-07-03,10.684721946716309
2008-07-07,10.4190092086792
2008-07-08,10.485437393188477
2008-07-09,10.49054718017578
2008-07-10,10.592743873596191
2008-07-11,10.546754837036133
2008-07-14,10.812467575073242
2008-07-15,10.822688102722168
2008-07-16,10.960654258728027
2008-07-17,10.843127250671388
2008-07-18,10.873785972595217
2008-07-21,10.848237037658691
2008-07-22,10.873785972595217
2008-07-23,11.093509674072266
2008-07-24,10.694940567016602
2008-07-25,10.807357788085938
2008-07-28,10.429227828979492
2008-07-29,10.766478538513184
2008-07-30,10.342361450195312
2008-07-31,10.158406257629396
2008-08-01,9.73428726196289
2008-08-04,9.453245162963867
2008-08-05,9.591211318969728
2008-08-06,9.601430892944336
2008-08-07,9.24374008178711
2008-08-08,9.391925811767578
2008-08-11,9.974451065063477
2008-08-12,9.928462028503418
2008-08-13,10.086868286132812
2008-08-14,10.38323974609375
2008-08-15,10.495656967163086
2008-08-18,10.04598903656006
2008-08-19,10.086868286132812
2008-08-20,10.086868286132812
2008-08-21,9.969341278076172
2008-08-22,10.270822525024414
2008-08-25,9.913131713867188
2008-08-26,9.96423053741455
2008-08-27,9.948901176452637
2008-08-28,10.37302017211914
2008-08-29,10.337250709533691
2008-09-02,10.178845405578612
2008-09-03,10.30148220062256
2008-09-04,9.928462028503418
2008-09-05,9.974451065063477
2008-09-08,10.066428184509276
2008-09-09,9.759836196899414
2008-09-10,9.53500270843506
2008-09-11,9.708738327026367
2008-09-12,9.933571815490724
2008-09-15,9.529892921447754
2008-09-16,9.902913093566896
2008-09-17,9.351048469543455
2008-09-18,7.056718826293945
2008-09-19,8.834951400756836
2008-09-22,8.564128875732422
2008-09-23,8.553909301757812
2008-09-24,8.48237133026123
2008-09-25,8.303525924682617
2008-09-26,8.277976036071777
2008-09-29,7.455288887023926
2008-09-30,7.281552791595459
2008-10-01,7.424630165100098
2008-10-02,7.153807163238525
2008-10-03,6.683700084686279
2008-10-06,6.499744892120361
2008-10-07,6.157383918762207
2008-10-08,5.973429203033447
2008-10-09,5.891671180725098
2008-10-10,5.682167053222656
2008-10-13,6.668369770050049
2008-10-14,7.000511169433594
2008-10-15,6.280020236968994
2008-10-16,6.392436981201172
2008-10-17,6.57639217376709
2008-10-20,6.954522132873535
2008-10-21,6.796116828918457
2008-10-22,6.443535804748535
2008-10-23,6.14716386795044
2008-10-24,5.247828006744385
2008-10-27,5.319365978240967
2008-10-28,5.753705024719238
2008-10-29,6.310679912567139
2008-10-30,6.709249019622803
2008-10-31,6.969851970672607
2008-11-03,6.90342378616333
2008-11-04,7.179356098175049
2008-11-05,7.015841007232666
2008-11-06,6.177823066711426
2008-11-07,7.199796199798584
2008-11-10,7.189576148986816
2008-11-11,6.954522132873535
2008-11-12,6.142054080963135
2008-11-13,6.918753147125244
2008-11-14,7.112927913665772
2008-11-17,6.852324962615967
2008-11-18,6.382217884063721
2008-11-19,6.310679912567139
2008-11-20,6.085845947265625
2008-11-21,6.566173076629639
2008-11-24,6.964742183685303
2008-11-25,6.77567720413208
2008-11-26,7.230454921722412
2008-11-28,7.664793014526367
2008-12-01,6.7654571533203125
2008-12-02,7.000511169433594
2008-12-03,7.082269191741943
2008-12-04,6.550842761993408
2008-12-05,7.046500205993652
2008-12-08,7.644353866577148
2008-12-09,7.164027214050293
2008-12-10,7.026060104370117
2008-12-11,6.622381210327148
2008-12-12,6.678589820861816
2008-12-15,6.6172709465026855
2008-12-16,6.714358806610107
2008-12-17,6.87787389755249
2008-12-18,7.102707862854004
2008-12-19,7.1844658851623535
2008-12-22,6.980072021484375
2008-12-23,6.95963191986084
2008-12-24,6.995400905609131
2008-12-26,6.995400905609131
2008-12-29,6.928973197937012
2008-12-30,7.066938877105713
2008-12-31,7.235565185546875
2009-01-02,7.485948085784912
2009-01-05,7.562595844268799
2009-01-06,7.6596832275390625
2009-01-07,7.439959049224853
2009-01-08,7.705671787261963
2009-01-09,7.542156219482422
2009-01-12,7.455288887023926
2009-01-13,7.664793014526367
2009-01-14,7.537045955657959
2009-01-15,7.521717071533203
2009-01-16,7.542156219482422
2009-01-20,6.985180854797363
2009-01-21,7.353090763092041
2009-01-22,7.465507984161377
2009-01-23,7.5114970207214355
2009-01-26,7.445068836212158
2009-01-27,7.59836483001709
2009-01-28,7.644353866577148
2009-01-29,7.358201026916504
2009-01-30,7.409299850463867
2009-02-02,7.434848785400391
2009-02-03,7.480837821960449
2009-02-04,7.026060104370117
2009-02-05,6.913642883300781
2009-02-06,7.123147964477539
2009-02-09,7.179356098175049
2009-02-10,6.980072021484375
2009-02-11,7.051609992980957
2009-02-12,7.123147964477539
2009-02-13,7.143587112426758
2009-02-17,6.893204212188721
2009-02-18,6.678589820861816
2009-02-19,6.704139232635498
2009-02-20,6.479304790496826
2009-02-23,6.494635105133057
2009-02-24,6.77567720413208
2009-02-25,7.629024028778076
2009-02-26,7.542156219482422
2009-02-27,7.925395965576172
2009-03-02,7.797648906707764
2009-03-03,8.002043724060059
2009-03-04,7.8947367668151855
2009-03-05,7.77209997177124
2009-03-06,7.726110935211182
2009-03-09,7.404190063476562
2009-03-10,7.838528156280518
2009-03-11,7.8947367668151855
2009-03-12,8.456822395324707
2009-03-13,8.64588737487793
2009-03-16,8.513030052185059
2009-03-17,8.569238662719727
2009-03-18,8.768523216247559
