Date,Adj Close
2008-09-18,8.0
2008-09-19,8.350000381469727
2008-09-22,8.4350004196167
2008-09-23,8.3100004196167
2008-09-24,7.925000190734863
2008-09-25,8.03499984741211
2008-09-26,7.75
2008-09-29,7.309999942779541
2008-09-30,7.079999923706055
2008-10-01,7.15500020980835
2008-10-02,6.699999809265137
2008-10-03,6.494999885559082
2008-10-06,6.235000133514404
2008-10-07,5.900000095367432
2008-10-08,5.605000019073486
2008-10-09,5.440000057220459
2008-10-10,5.21999979019165
2008-10-13,6.119999885559082
2008-10-14,6.550000190734863
2008-10-15,6.135000228881836
2008-10-16,5.945000171661377
2008-10-17,6.199999809265137
2008-10-20,6.369999885559082
2008-10-21,6.28000020980835
2008-10-22,5.900000095367432
2008-10-23,5.690000057220459
2008-10-24,4.894999980926514
2008-10-27,5.0
2008-10-28,5.275000095367432
2008-10-29,5.809999942779541
2008-10-30,6.295000076293945
2008-10-31,6.659999847412109
2008-11-03,6.525000095367432
2008-11-04,6.789999961853027
2008-11-05,6.630000114440918
2008-11-06,5.675000190734863
2008-11-07,6.755000114440918
2008-11-10,6.675000190734863
2008-11-11,6.570000171661377
2008-11-12,5.929999828338623
2008-11-13,6.494999885559082
2008-11-14,6.730000019073486
2008-11-17,6.289999961853027
2008-11-18,5.929999828338623
2008-11-19,5.875
2008-11-20,5.980000019073486
2008-11-21,6.164999961853027
2008-11-24,6.585000038146973
2008-11-25,6.360000133514404
2008-11-26,6.670000076293945
2008-11-28,7.565000057220459
2008-12-01,6.585000038146973
2008-12-02,6.550000190734863
2008-12-03,6.75
2008-12-04,6.195000171661377
2008-12-05,6.644999980926514
2008-12-08,7.110000133514404
2008-12-09,6.559999942779541
2008-12-10,6.465000152587891
2008-12-11,6.005000114440918
2008-12-12,6.255000114440918
2008-12-15,6.090000152587891
2008-12-16,6.21999979019165
2008-12-17,6.255000114440918
2008-12-18,6.690000057220459
2008-12-19,6.920000076293945
2008-12-22,6.610000133514404
2008-12-23,6.579999923706055
2008-12-24,6.545000076293945
2008-12-26,6.565000057220459
2008-12-29,6.570000171661377
2008-12-30,6.644999980926514
2008-12-31,6.695000171661377
2009-01-02,6.889999866485596
2009-01-05,7.039999961853027
2009-01-06,7.224999904632568
2009-01-07,6.900000095367432
2009-01-08,7.119999885559082
2009-01-09,7.204999923706055
2009-01-12,7.190000057220459
2009-01-13,7.394999980926514
2009-01-14,7.295000076293945
2009-01-15,7.235000133514404
2009-01-16,7.260000228881836
2009-01-20,6.710000038146973
2009-01-21,7.179999828338623
2009-01-22,7.199999809265137
2009-01-23,7.195000171661377
2009-01-26,7.09499979019165
2009-01-27,7.28000020980835
2009-01-28,7.300000190734863
2009-01-29,7.070000171661377
2009-01-30,7.190000057220459
2009-02-02,7.210000038146973
2009-02-03,7.090000152587891
2009-02-04,6.800000190734863
2009-02-05,6.684999942779541
2009-02-06,6.880000114440918
2009-02-09,6.880000114440918
2009-02-10,6.695000171661377
2009-02-11,6.78000020980835
2009-02-12,6.90500020980835
2009-02-13,6.889999866485596
2009-02-17,6.599999904632568
2009-02-18,6.494999885559082
2009-02-19,6.315000057220459
2009-02-20,6.130000114440918
2009-02-23,6.050000190734863
2009-02-24,6.340000152587891
2009-02-25,7.065000057220459
2009-02-26,7.019999980926514
2009-02-27,7.340000152587891
2009-03-02,7.255000114440918
2009-03-03,7.40500020980835
2009-03-04,7.25
2009-03-05,7.130000114440918
2009-03-06,6.989999771118164
2009-03-09,6.650000095367432
2009-03-10,7.005000114440918
2009-03-11,7.125
2009-03-12,7.599999904632568
2009-03-13,7.684999942779541
2009-03-16,7.625
2009-03-17,7.625
2009-03-18,7.630000114440918
2009-03-19,7.414999961853027
2009-03-20,7.25
2009-03-23,7.590000152587891
2009-03-24,7.420000076293945
2009-03-25,7.385000228881836
2009-03-26,7.525000095367432
2009-03-27,7.394999980926514
2009-03-30,7.309999942779541
2009-03-31,7.324999809265137
2009-04-01,7.764999866485596
2009-04-02,8.175000190734863
2009-04-03,8.3149995803833
2009-04-06,8.234999656677246
2009-04-07,7.679999828338623
2009-04-08,7.829999923706055
2009-04-09,8.135000228881836
2009-04-13,8.074999809265137
2009-04-14,7.855000019073486
2009-04-15,7.909999847412109
2009-04-16,8.354999542236328
2009-04-17,8.395000457763672
2009-04-20,8.255000114440918
2009-04-21,8.420000076293945
2009-04-22,8.609999656677246
2009-04-23,8.3149995803833
2009-04-24,8.40999984741211
2009-04-27,8.529999732971191
2009-04-28,8.510000228881836
2009-04-29,9.0649995803833
2009-04-30,8.760000228881836
2009-05-01,8.645000457763672
2009-05-04,9.399999618530272
2009-05-05,9.94499969482422
2009-05-06,9.869999885559082
2009-05-07,9.479999542236328
2009-05-08,9.46500015258789
2009-05-11,9.5
2009-05-12,9.09000015258789
2009-05-13,8.954999923706055
2009-05-14,9.03499984741211
2009-05-15,9.045000076293944
2009-05-18,9.385000228881836
2009-05-19,9.635000228881836
2009-05-20,10.204999923706056
2009-05-21,10.005000114440918
2009-05-22,10.095000267028809
2009-05-26,10.125
2009-05-27,10.03499984741211
2009-05-28,10.21500015258789
2009-05-29,10.420000076293944
2009-06-01,10.399999618530272
2009-06-02,10.4399995803833
2009-06-03,10.385000228881836
2009-06-04,10.265000343322754
2009-06-05,10.5
2009-06-08,10.68000030517578
2009-06-09,10.78499984741211
2009-06-10,10.524999618530272
2009-06-11,10.329999923706056
2009-06-12,10.085000038146973
2009-06-15,9.989999771118164
2009-06-16,9.640000343322754
2009-06-17,9.619999885559082
2009-06-18,9.640000343322754
2009-06-19,9.4350004196167
2009-06-22,9.210000038146973
2009-06-23,9.135000228881836
2009-06-24,9.385000228881836
2009-06-25,9.600000381469728
2009-06-26,10.609999656677246
2009-06-29,10.164999961853027
2009-06-30,10.265000343322754
2009-07-01,10.604999542236328
2009-07-02,10.204999923706056
2009-07-06,10.05500030517578
2009-07-07,9.94499969482422
2009-07-08,9.925000190734863
2009-07-09,10.204999923706056
2009-07-10,10.229999542236328
2009-07-13,10.204999923706056
2009-07-14,10.489999771118164
2009-07-15,10.800000190734863
2009-07-16,10.829999923706056
2009-07-17,10.645000457763672
2009-07-20,10.989999771118164
2009-07-21,10.94499969482422
2009-07-22,10.9399995803833
2009-07-23,11.024999618530272
2009-07-24,11.085000038146973
2009-07-27,11.03499984741211
2009-07-28,11.21500015258789
2009-07-29,11.039999961853027
2009-07-30,11.175000190734863
2009-07-31,11.199999809265137
2009-08-03,11.55500030517578
2009-08-04,11.470000267028809
2009-08-05,11.479999542236328
2009-08-06,11.475000381469728
2009-08-07,11.739999771118164
2009-08-10,11.670000076293944
2009-08-11,11.46500015258789
2009-08-12,11.59000015258789
2009-08-13,11.46500015258789
2009-08-14,11.414999961853027
2009-08-17,11.1850004196167
2009-08-18,11.335000038146973
2009-08-19,11.44499969482422
2009-08-20,11.5600004196167
2009-08-21,11.760000228881836
2009-08-24,11.824999809265137
2009-08-25,12.114999771118164
2009-08-26,12.100000381469728
2009-08-27,11.895000457763672
2009-08-28,11.704999923706056
2009-08-31,11.6850004196167
2009-09-01,11.614999771118164
2009-09-02,11.494999885559082
2009-09-03,11.585000038146973
2009-09-04,11.84000015258789
2009-09-08,12.050000190734863
2009-09-09,12.295000076293944
2009-09-10,12.824999809265137
2009-09-11,12.739999771118164
2009-09-14,12.704999923706056
2009-09-15,12.9399995803833
2009-09-16,13.225000381469728
2009-09-17,13.06999969482422
2009-09-18,13.204999923706056
2009-09-21,13.09000015258789
2009-09-22,13.175000190734863
2009-09-23,12.890000343322754
2009-09-24,12.770000457763672
2009-09-25,12.425000190734863
2009-09-28,12.729999542236328
2009-09-29,12.835000038146973
2009-09-30,13.015000343322754
2009-10-01,13.005000114440918
2009-10-02,13.050000190734863
2009-10-05,13.289999961853027
2009-10-06,13.579999923706056
2009-10-07,13.670000076293944
2009-10-08,13.989999771118164
2009-10-09,13.8149995803833
2009-10-12,13.774999618530272
2009-10-13,13.649999618530272
2009-10-14,13.725000381469728
2009-10-15,13.5
2009-10-16,13.479999542236328
2009-10-19,13.774999618530272
2009-10-20,13.725000381469728
2009-10-21,13.229999542236328
2009-10-22,13.300000190734863
2009-10-23,13.18000030517578
2009-10-26,13.149999618530272
2009-10-27,12.795000076293944
2009-10-28,12.260000228881836
2009-10-29,12.545000076293944
2009-10-30,12.010000228881836
2009-11-02,11.90999984741211
2009-11-03,12.1899995803833
2009-11-04,12.30500030517578
2009-11-05,12.84000015258789
2009-11-06,13.039999961853027
2009-11-09,13.484999656677246
2009-11-10,13.404999732971191
2009-11-11,13.390000343322754
2009-11-12,13.350000381469728
2009-11-13,13.494999885559082
2009-11-16,13.875
2009-11-17,14.079999923706056
2009-11-18,13.845000267028809
2009-11-19,13.755000114440918
2009-11-20,13.699999809265137
2009-11-23,13.854999542236328
2009-11-24,14.024999618530272
2009-11-25,13.979999542236328
2009-11-27,13.845000267028809
2009-11-30,14.020000457763672
2009-12-01,14.079999923706056
2009-12-02,14.015000343322754
2009-12-03,13.720000267028809
2009-12-04,13.725000381469728
2009-12-07,13.84000015258789
2009-12-08,13.720000267028809
2009-12-09,13.579999923706056
2009-12-10,13.90999984741211
2009-12-11,13.845000267028809
2009-12-14,13.635000228881836
2009-12-15,13.425000190734863
